category,family,arm,seed,lambda_value,lambda_anchor,first_stage_r2,direction,true_elasticity,final_estimated_elasticity,final_abs_bias,final_regret,regret_pct_of_oracle
BER,exploration,controlled_variance,2,0.6,0.0,0.11,promo,-2.51,-2.4648,0.0452,2482.32,55.43
BER,causal,twosls,2,0.6,0.0,0.11,promo,-2.51,-2.0,0.51,1182.84,26.42
BER,baseline,greedy,2,0.8,0.0,0.11,promo,-2.51,-2.4973,0.0127,2487.57,55.55
BER,exploration,controlled_variance,2,0.8,0.0,0.11,promo,-2.51,-2.4415,0.0685,3203.17,71.53
BER,causal,twosls,2,0.8,0.0,0.11,promo,-2.51,-2.0,0.51,1751.98,39.13
BJC,baseline,greedy,2,0.0,0.0,0.26,promo,-2.71,-0.4221,2.2879,3737.62,90.23
BJC,exploration,controlled_variance,2,0.0,0.0,0.26,promo,-2.71,-2.7301,0.0201,1942.86,46.9
BJC,causal,twosls,2,0.0,0.0,0.26,promo,-2.71,-1.3476,1.3624,927.3,22.39
BJC,baseline,greedy,2,0.1,0.0,0.26,promo,-2.71,-0.606,2.104,3752.71,90.6
BJC,exploration,controlled_variance,2,0.1,0.0,0.26,promo,-2.71,-2.7172,0.0072,1849.02,44.64
BJC,causal,twosls,2,0.1,0.0,0.26,promo,-2.71,-1.5719,1.1381,696.16,16.81
BJC,baseline,greedy,2,0.2,0.0,0.26,promo,-2.71,-0.9013,1.8087,3767.52,90.95
BJC,exploration,controlled_variance,2,0.2,0.0,0.26,promo,-2.71,-2.6861,0.0239,1874.94,45.26
BJC,causal,twosls,2,0.2,0.0,0.26,promo,-2.71,-2.0,0.71,666.53,16.09
BJC,baseline,greedy,2,0.3,0.0,0.26,promo,-2.71,-2.8276,0.1176,1653.35,39.91
BJC,exploration,controlled_variance,2,0.3,0.0,0.26,promo,-2.71,-2.6843,0.0257,1971.93,47.61
BJC,causal,twosls,2,0.3,0.0,0.26,promo,-2.71,-2.0,0.71,822.56,19.86
BJC,baseline,greedy,2,0.4,0.0,0.26,promo,-2.71,-2.7986,0.0886,1743.12,42.08
BJC,exploration,controlled_variance,2,0.4,0.0,0.26,promo,-2.71,-2.7158,0.0058,2161.43,52.18
BJC,causal,twosls,2,0.4,0.0,0.26,promo,-2.71,-2.0,0.71,989.85,23.9
BJC,baseline,greedy,2,0.6,0.0,0.26,promo,-2.71,-2.6985,0.0115,2030.23,49.01
BJC,exploration,controlled_variance,2,0.6,0.0,0.26,promo,-2.71,-2.6522,0.0578,2723.82,65.76
BJC,causal,twosls,2,0.6,0.0,0.26,promo,-2.71,-2.0,0.71,1392.35,33.61
BJC,baseline,greedy,2,0.8,0.0,0.26,promo,-2.71,-2.696,0.014,2751.49,66.43
BJC,exploration,controlled_variance,2,0.8,0.0,0.26,promo,-2.71,-2.6643,0.0457,3727.43,89.99
BJC,causal,twosls,2,0.8,0.0,0.26,promo,-2.71,-2.0,0.71,2030.59,49.02
FRJ,baseline,greedy,2,0.0,0.0,0.21,promo,-1.41,-0.218,1.192,3958.12,34.81
FRJ,exploration,controlled_variance,2,0.0,0.0,0.21,promo,-1.41,-1.1124,0.2976,3853.13,33.89
FRJ,causal,twosls,2,0.0,0.0,0.21,promo,-1.41,-0.4623,0.9477,1753.18,15.42
FRJ,baseline,greedy,2,0.1,0.0,0.21,promo,-1.41,-0.1924,1.2176,4083.93,35.92
FRJ,exploration,controlled_variance,2,0.1,0.0,0.21,promo,-1.41,-0.9577,0.4523,4104.35,36.1
FRJ,causal,twosls,2,0.1,0.0,0.21,promo,-1.41,-2.0,0.59,1153.94,10.15
FRJ,baseline,greedy,2,0.2,0.0,0.21,promo,-1.41,-0.4374,0.9726,4209.5,37.02
FRJ,exploration,controlled_variance,2,0.2,0.0,0.21,promo,-1.41,-0.961,0.449,4228.54,37.19
FRJ,causal,twosls,2,0.2,0.0,0.21,promo,-1.41,-2.0,0.59,1009.8,8.88
FRJ,baseline,greedy,2,0.3,0.0,0.21,promo,-1.41,-0.5248,0.8852,4334.2,38.12
FRJ,exploration,controlled_variance,2,0.3,0.0,0.21,promo,-1.41,-0.9094,0.5006,4352.23,38.28
FRJ,causal,twosls,2,0.3,0.0,0.21,promo,-1.41,-2.0,0.59,968.57,8.52
FRJ,baseline,greedy,2,0.4,0.0,0.21,promo,-1.41,-0.686,0.724,4457.75,39.2
FRJ,exploration,controlled_variance,2,0.4,0.0,0.21,promo,-1.41,-0.9485,0.4615,4475.03,39.36
FRJ,causal,twosls,2,0.4,0.0,0.21,promo,-1.41,-2.0,0.59,1014.7,8.92
FRJ,baseline,greedy,2,0.6,0.0,0.21,promo,-1.41,-0.8287,0.5813,4701.52,41.35
FRJ,exploration,controlled_variance,2,0.6,0.0,0.21,promo,-1.41,-0.9446,0.4654,4717.91,41.49
FRJ,causal,twosls,2,0.6,0.0,0.21,promo,-1.41,-2.0,0.59,1329.61,11.69
FRJ,baseline,greedy,2,0.8,0.0,0.21,promo,-1.41,-0.9396,0.4704,4943.92,43.48
FRJ,exploration,controlled_variance,2,0.8,0.0,0.21,promo,-1.41,-1.0078,0.4022,4960.01,43.62
FRJ,causal,twosls,2,0.8,0.0,0.21,promo,-1.41,-2.0,0.59,1912.95,16.82
FSF,baseline,greedy,2,0.0,0.0,0.21,promo,-2.32,-0.3597,1.9603,4279.71,85.0
FSF,exploration,controlled_variance,2,0.0,0.0,0.21,promo,-2.32,-2.3322,0.0122,1914.64,38.03
FSF,causal,twosls,2,0.0,0.0,0.21,promo,-2.32,-1.4904,0.8296,276.55,5.49
FSF,baseline,greedy,2,0.1,0.0,0.21,promo,-2.32,-0.4958,1.8242,4304.19,85.49
FSF,exploration,controlled_variance,2,0.1,0.0,0.21,promo,-2.32,-2.3879,0.0679,1971.86,39.17
FSF,causal,twosls,2,0.1,0.0,0.21,promo,-2.32,-2.0,0.32,233.41,4.64
FSF,baseline,greedy,2,0.2,0.0,0.21,promo,-2.32,-0.7324,1.5876,4327.57,85.95
FSF,exploration,controlled_variance,2,0.2,0.0,0.21,promo,-2.32,-2.3952,0.0752,1975.96,39.25
FSF,causal,twosls,2,0.2,0.0,0.21,promo,-2.32,-2.0,0.32,362.07,7.19
FSF,baseline,greedy,2,0.3,0.0,0.21,promo,-2.32,-2.5028,0.1828,3716.61,73.82
FSF,exploration,controlled_variance,2,0.3,0.0,0.21,promo,-2.32,-2.3414,0.0214,2022.22,40.17
FSF,causal,twosls,2,0.3,0.0,0.21,promo,-2.32,-2.0,0.32,518.5,10.3
FSF,baseline,greedy,2,0.4,0.0,0.21,promo,-2.32,-2.3551,0.0351,2122.69,42.16
FSF,exploration,controlled_variance,2,0.4,0.0,0.21,promo,-2.32,-2.2629,0.0571,2074.93,41.21
FSF,causal,twosls,2,0.4,0.0,0.21,promo,-2.32,-2.0,0.32,698.86,13.88
FSF,baseline,greedy,2,0.6,0.0,0.21,promo,-2.32,-2.3255,0.0055,2155.61,42.82
FSF,exploration,controlled_variance,2,0.6,0.0,0.21,promo,-2.32,-2.2722,0.0478,2476.35,49.19
FSF,causal,twosls,2,0.6,0.0,0.21,promo,-2.32,-2.0,0.32,1142.76,22.7
FSF,baseline,greedy,2,0.8,0.0,0.21,promo,-2.32,-2.2387,0.0813,2551.83,50.68
FSF,exploration,controlled_variance,2,0.8,0.0,0.21,promo,-2.32,-2.2231,0.0969,3085.62,61.29
FSF,causal,twosls,2,0.8,0.0,0.21,promo,-2.32,-2.0,0.32,1772.7,35.21
GRO,baseline,greedy,2,0.0,0.0,0.2,promo,-1.03,-0.1591,0.8709,841.49,4.24
GRO,exploration,controlled_variance,2,0.0,0.0,0.2,promo,-1.03,-0.7762,0.2538,876.87,4.41
GRO,causal,twosls,2,0.0,0.0,0.2,promo,-1.03,-0.3401,0.6899,8410.21,42.34
GRO,baseline,greedy,2,0.1,0.0,0.2,promo,-1.03,-0.1749,0.8551,812.34,4.09
GRO,exploration,controlled_variance,2,0.1,0.0,0.2,promo,-1.03,-0.7253,0.3047,847.34,4.27
GRO,causal,twosls,2,0.1,0.0,0.2,promo,-1.03,-2.0,0.97,8487.87,42.73
GRO,baseline,greedy,2,0.2,0.0,0.2,promo,-1.03,-0.2582,0.7718,788.78,3.97
GRO,exploration,controlled_variance,2,0.2,0.0,0.2,promo,-1.03,-0.7083,0.3217,823.51,4.15
GRO,causal,twosls,2,0.2,0.0,0.2,promo,-1.03,-2.0,0.97,8252.24,41.54
GRO,baseline,greedy,2,0.3,0.0,0.2,promo,-1.03,-0.3376,0.6924,770.54,3.88
GRO,exploration,controlled_variance,2,0.3,0.0,0.2,promo,-1.03,-0.7009,0.3291,805.07,4.05
GRO,causal,twosls,2,0.3,0.0,0.2,promo,-1.03,-2.0,0.97,8052.57,40.54
GRO,baseline,greedy,2,0.4,0.0,0.2,promo,-1.03,-0.3996,0.6304,757.37,3.81
GRO,exploration,controlled_variance,2,0.4,0.0,0.2,promo,-1.03,-0.6945,0.3355,791.79,3.99
GRO,causal,twosls,2,0.4,0.0,0.2,promo,-1.03,-2.0,0.97,7886.98,39.7
GRO,baseline,greedy,2,0.6,0.0,0.2,promo,-1.03,-0.5202,0.5098,745.54,3.75
GRO,exploration,controlled_variance,2,0.6,0.0,0.2,promo,-1.03,-0.702,0.328,779.92,3.93
GRO,causal,twosls,2,0.6,0.0,0.2,promo,-1.03,-2.0,0.97,7652.09,38.52
GRO,baseline,greedy,2,0.8,0.0,0.2,promo,-1.03,-0.6082,0.4218,752.26,3.79
GRO,exploration,controlled_variance,2,0.8,0.0,0.2,promo,-1.03,-0.7017,0.3283,786.85,3.96
GRO,causal,twosls,2,0.8,0.0,0.2,promo,-1.03,-2.0,0.97,7538.48,37.95
DID,baseline,greedy,2,0.0,0.0,0.24,promo,-2.55,-0.3956,2.1544,3978.29,88.59
DID,exploration,controlled_variance,2,0.0,0.0,0.24,promo,-2.55,-2.5581,0.0081,1919.35,42.74
DID,causal,twosls,2,0.0,0.0,0.24,promo,-2.55,-1.4192,1.1308,616.39,13.73
DID,baseline,greedy,2,0.1,0.0,0.24,promo,-2.55,-0.5682,1.9818,3996.82,89.0
DID,exploration,controlled_variance,2,0.1,0.0,0.24,promo,-2.55,-2.5628,0.0128,1845.77,41.1
DID,causal,twosls,2,0.1,0.0,0.24,promo,-2.55,-2.0,0.55,406.23,9.05
DID,baseline,greedy,2,0.2,0.0,0.24,promo,-2.55,-1.0786,1.4714,4012.65,89.36
DID,exploration,controlled_variance,2,0.2,0.0,0.24,promo,-2.55,-2.5016,0.0484,1880.96,41.89
DID,causal,twosls,2,0.2,0.0,0.24,promo,-2.55,-2.0,0.55,552.33,12.3
DID,baseline,greedy,2,0.3,0.0,0.24,promo,-2.55,-2.6709,0.1209,2939.48,65.46
DID,exploration,controlled_variance,2,0.3,0.0,0.24,promo,-2.55,-2.4849,0.0651,1973.95,43.96
DID,causal,twosls,2,0.3,0.0,0.24,promo,-2.55,-2.0,0.55,716.15,15.95
DID,baseline,greedy,2,0.4,0.0,0.24,promo,-2.55,-2.6502,0.1002,1935.98,43.11
DID,exploration,controlled_variance,2,0.4,0.0,0.24,promo,-2.55,-2.5463,0.0037,2132.71,47.49
DID,causal,twosls,2,0.4,0.0,0.24,promo,-2.55,-2.0,0.55,896.13,19.96
DID,baseline,greedy,2,0.6,0.0,0.24,promo,-2.55,-2.5815,0.0315,2093.15,46.61
DID,exploration,controlled_variance,2,0.6,0.0,0.24,promo,-2.55,-2.4729,0.0771,2626.55,58.49
DID,causal,twosls,2,0.6,0.0,0.24,promo,-2.55,-2.0,0.55,1330.19,29.62
DID,baseline,greedy,2,0.8,0.0,0.24,promo,-2.55,-2.505,0.045,2693.52,59.98
DID,exploration,controlled_variance,2,0.8,0.0,0.24,promo,-2.55,-2.4773,0.0727,3457.83,77.0
DID,causal,twosls,2,0.8,0.0,0.24,promo,-2.55,-2.0,0.55,1982.53,44.15
PTW,baseline,greedy,2,0.0,0.0,0.24,promo,-2.55,-0.3963,2.1537,4241.56,88.87
PTW,exploration,controlled_variance,2,0.0,0.0,0.24,promo,-2.55,-2.5282,0.0218,2125.44,44.53
PTW,causal,twosls,2,0.0,0.0,0.24,promo,-2.55,-0.9473,1.6027,1167.81,24.47
PTW,baseline,greedy,2,0.1,0.0,0.24,promo,-2.55,-0.5189,2.0311,4265.3,89.37
PTW,exploration,controlled_variance,2,0.1,0.0,0.24,promo,-2.55,-2.4886,0.0614,1998.63,41.88
PTW,causal,twosls,2,0.1,0.0,0.24,promo,-2.55,-2.0,0.55,470.72,9.86
PTW,baseline,greedy,2,0.2,0.0,0.24,promo,-2.55,-1.0267,1.5233,4287.32,89.83
PTW,exploration,controlled_variance,2,0.2,0.0,0.24,promo,-2.55,-2.4768,0.0732,2040.24,42.75
PTW,causal,twosls,2,0.2,0.0,0.24,promo,-2.55,-2.0,0.55,670.02,14.04
PTW,baseline,greedy,2,0.3,0.0,0.24,promo,-2.55,-2.6776,0.1276,2683.66,56.23
PTW,exploration,controlled_variance,2,0.3,0.0,0.24,promo,-2.55,-2.4965,0.0535,2155.14,45.16
PTW,causal,twosls,2,0.3,0.0,0.24,promo,-2.55,-2.0,0.55,887.4,18.59
PTW,baseline,greedy,2,0.4,0.0,0.24,promo,-2.55,-2.6085,0.0585,2071.21,43.4
PTW,exploration,controlled_variance,2,0.4,0.0,0.24,promo,-2.55,-2.4971,0.0529,2367.38,49.6
PTW,causal,twosls,2,0.4,0.0,0.24,promo,-2.55,-2.0,0.55,1120.5,23.48
PTW,baseline,greedy,2,0.6,0.0,0.24,promo,-2.55,-2.5152,0.0348,2407.42,50.44
PTW,exploration,controlled_variance,2,0.6,0.0,0.24,promo,-2.55,-2.4323,0.1177,3026.61,63.42
PTW,causal,twosls,2,0.6,0.0,0.24,promo,-2.55,-2.0,0.55,1680.06,35.2
PTW,baseline,greedy,2,0.8,0.0,0.24,promo,-2.55,-2.4189,0.1311,3292.36,68.99
PTW,exploration,controlled_variance,2,0.8,0.0,0.24,promo,-2.55,-2.3847,0.1653,4072.36,85.33
PTW,causal,twosls,2,0.8,0.0,0.24,promo,-2.55,-2.0,0.55,2587.85,54.22
SHA,baseline,greedy,2,0.0,0.0,0.14,promo,-1.3,-0.2002,1.0998,2598.7,23.28
SHA,exploration,controlled_variance,2,0.0,0.0,0.14,promo,-1.3,-0.9947,0.3053,2630.21,23.56
SHA,causal,twosls,2,0.0,0.0,0.14,promo,-1.3,-2.0,0.7,2087.47,18.7
SHA,baseline,greedy,2,0.1,0.0,0.14,promo,-1.3,-0.2706,1.0294,2635.39,23.6
SHA,exploration,controlled_variance,2,0.1,0.0,0.14,promo,-1.3,-0.9351,0.3649,2666.08,23.88
SHA,causal,twosls,2,0.1,0.0,0.14,promo,-1.3,-2.0,0.7,1952.13,17.48
SHA,baseline,greedy,2,0.2,0.0,0.14,promo,-1.3,-0.3819,0.9181,2674.4,23.95
SHA,exploration,controlled_variance,2,0.2,0.0,0.14,promo,-1.3,-0.9308,0.3692,2704.37,24.22
SHA,causal,twosls,2,0.2,0.0,0.14,promo,-1.3,-2.0,0.7,1855.26,16.62
SHA,baseline,greedy,2,0.3,0.0,0.14,promo,-1.3,-0.4871,0.8129,2715.51,24.32
SHA,exploration,controlled_variance,2,0.3,0.0,0.14,promo,-1.3,-0.9418,0.3582,2744.87,24.59
SHA,causal,twosls,2,0.3,0.0,0.14,promo,-1.3,-2.0,0.7,1794.23,16.07
SHA,baseline,greedy,2,0.4,0.0,0.14,promo,-1.3,-0.5866,0.7134,2758.58,24.71
SHA,exploration,controlled_variance,2,0.4,0.0,0.14,promo,-1.3,-0.9479,0.3521,2787.41,24.97
SHA,causal,twosls,2,0.4,0.0,0.14,promo,-1.3,-2.0,0.7,1766.91,15.83
SHA,baseline,greedy,2,0.6,0.0,0.14,promo,-1.3,-0.7541,0.5459,2850.25,25.53
SHA,exploration,controlled_variance,2,0.6,0.0,0.14,promo,-1.3,-0.9486,0.3514,2878.28,25.78
SHA,causal,twosls,2,0.6,0.0,0.14,promo,-1.3,-2.0,0.7,1807.32,16.19
SHA,baseline,greedy,2,0.8,0.0,0.14,promo,-1.3,-0.8608,0.4392,2949.24,26.42
SHA,exploration,controlled_variance,2,0.8,0.0,0.14,promo,-1.3,-0.9878,0.3122,2976.76,26.66
SHA,causal,twosls,2,0.8,0.0,0.14,promo,-1.3,-2.0,0.7,1968.72,17.63
TNA,baseline,greedy,2,0.0,0.0,0.2,promo,-1.81,-0.2801,1.5299,4875.01,66.93
TNA,exploration,controlled_variance,2,0.0,0.0,0.2,promo,-1.81,-1.8359,0.0259,2571.0,35.3
TNA,causal,twosls,2,0.0,0.0,0.2,promo,-1.81,-0.536,1.274,352.79,4.84
TNA,baseline,greedy,2,0.1,0.0,0.2,promo,-1.81,-0.3321,1.4779,4939.14,67.82
TNA,exploration,controlled_variance,2,0.1,0.0,0.2,promo,-1.81,-1.7885,0.0215,2462.86,33.82
TNA,causal,twosls,2,0.1,0.0,0.2,promo,-1.81,-2.0,0.19,102.83,1.41
TNA,baseline,greedy,2,0.2,0.0,0.2,promo,-1.81,-0.6814,1.1286,5000.37,68.66
TNA,exploration,controlled_variance,2,0.2,0.0,0.2,promo,-1.81,-1.8383,0.0283,2797.1,38.4
TNA,causal,twosls,2,0.2,0.0,0.2,promo,-1.81,-2.0,0.19,161.18,2.21
TNA,baseline,greedy,2,0.3,0.0,0.2,promo,-1.81,-0.8228,0.9872,5058.86,69.46
TNA,exploration,controlled_variance,2,0.3,0.0,0.2,promo,-1.81,-1.793,0.017,2898.69,39.8
TNA,causal,twosls,2,0.3,0.0,0.2,promo,-1.81,-2.0,0.19,280.73,3.85
TNA,baseline,greedy,2,0.4,0.0,0.2,promo,-1.81,-0.9555,0.8545,5114.97,70.23
TNA,exploration,controlled_variance,2,0.4,0.0,0.2,promo,-1.81,-1.7601,0.0499,2875.23,39.48
TNA,causal,twosls,2,0.4,0.0,0.2,promo,-1.81,-2.0,0.19,451.7,6.2
TNA,baseline,greedy,2,0.6,0.0,0.2,promo,-1.81,-1.7281,0.0819,3862.02,53.03
TNA,exploration,controlled_variance,2,0.6,0.0,0.2,promo,-1.81,-1.6631,0.1469,2820.66,38.73
TNA,causal,twosls,2,0.6,0.0,0.2,promo,-1.81,-2.0,0.19,932.51,12.8
TNA,baseline,greedy,2,0.8,0.0,0.2,promo,-1.81,-1.5629,0.2471,3031.05,41.62
TNA,exploration,controlled_variance,2,0.8,0.0,0.2,promo,-1.81,-1.6311,0.1789,3064.61,42.08
TNA,causal,twosls,2,0.8,0.0,0.2,promo,-1.81,-2.0,0.19,1614.58,22.17
TPA,baseline,greedy,2,0.0,0.0,0.23,promo,-2.13,-0.3299,1.8001,4471.18,80.27
TPA,exploration,controlled_variance,2,0.0,0.0,0.23,promo,-2.13,-2.1,0.03,2059.76,36.98
TPA,causal,twosls,2,0.0,0.0,0.23,promo,-2.13,-1.336,0.794,419.52,7.53
TPA,baseline,greedy,2,0.1,0.0,0.23,promo,-2.13,-0.4622,1.6678,4501.04,80.81
TPA,exploration,controlled_variance,2,0.1,0.0,0.23,promo,-2.13,-2.0824,0.0476,2033.63,36.51
TPA,causal,twosls,2,0.1,0.0,0.23,promo,-2.13,-2.0,0.13,114.72,2.06
TPA,baseline,greedy,2,0.2,0.0,0.23,promo,-2.13,-0.6681,1.4619,4530.05,81.33
TPA,exploration,controlled_variance,2,0.2,0.0,0.23,promo,-2.13,-2.1515,0.0215,2018.02,36.23
TPA,causal,twosls,2,0.2,0.0,0.23,promo,-2.13,-2.0,0.13,214.71,3.85
TPA,baseline,greedy,2,0.3,0.0,0.23,promo,-2.13,-1.0476,1.0824,4558.31,81.84
TPA,exploration,controlled_variance,2,0.3,0.0,0.23,promo,-2.13,-2.1874,0.0574,2043.13,36.68
TPA,causal,twosls,2,0.3,0.0,0.23,promo,-2.13,-2.0,0.13,350.16,6.29
TPA,baseline,greedy,2,0.4,0.0,0.23,promo,-2.13,-2.2252,0.0952,3812.31,68.45
TPA,exploration,controlled_variance,2,0.4,0.0,0.23,promo,-2.13,-2.1105,0.0195,2088.46,37.5
TPA,causal,twosls,2,0.4,0.0,0.23,promo,-2.13,-2.0,0.13,516.28,9.27
TPA,baseline,greedy,2,0.6,0.0,0.23,promo,-2.13,-2.1513,0.0213,2152.25,38.64
TPA,exploration,controlled_variance,2,0.6,0.0,0.23,promo,-2.13,-2.053,0.077,2347.6,42.15
TPA,causal,twosls,2,0.6,0.0,0.23,promo,-2.13,-2.0,0.13,941.18,16.9
TPA,baseline,greedy,2,0.8,0.0,0.23,promo,-2.13,-2.0512,0.0788,2407.74,43.23
TPA,exploration,controlled_variance,2,0.8,0.0,0.23,promo,-2.13,-2.0262,0.1038,2820.09,50.63
TPA,causal,twosls,2,0.8,0.0,0.23,promo,-2.13,-2.0,0.13,1529.13,27.45
TTI,baseline,greedy,2,0.0,0.0,0.27,promo,-2.84,-0.4426,2.3974,3742.25,91.32
TTI,exploration,controlled_variance,2,0.0,0.0,0.27,promo,-2.84,-2.8319,0.0081,2108.31,51.45
TTI,causal,twosls,2,0.0,0.0,0.27,promo,-2.84,-1.3083,1.5317,1100.61,26.86
TTI,baseline,greedy,2,0.1,0.0,0.27,promo,-2.84,-0.624,2.216,3758.71,91.72
TTI,exploration,controlled_variance,2,0.1,0.0,0.27,promo,-2.84,-2.8924,0.0524,1965.28,47.96
TTI,causal,twosls,2,0.1,0.0,0.27,promo,-2.84,-2.1525,0.6875,686.47,16.75
TTI,baseline,greedy,2,0.2,0.0,0.27,promo,-2.84,-3.0288,0.1888,3248.88,79.28
TTI,exploration,controlled_variance,2,0.2,0.0,0.27,promo,-2.84,-2.879,0.039,2000.71,48.82
TTI,causal,twosls,2,0.2,0.0,0.27,promo,-2.84,-2.0,0.84,859.82,20.98
TTI,baseline,greedy,2,0.3,0.0,0.27,promo,-2.84,-2.9197,0.0797,1690.94,41.26
TTI,exploration,controlled_variance,2,0.3,0.0,0.27,promo,-2.84,-2.855,0.015,2123.92,51.83
TTI,causal,twosls,2,0.3,0.0,0.27,promo,-2.84,-2.0,0.84,1048.32,25.58
TTI,baseline,greedy,2,0.4,0.0,0.27,promo,-2.84,-2.961,0.121,1745.03,42.58
TTI,exploration,controlled_variance,2,0.4,0.0,0.27,promo,-2.84,-2.8644,0.0244,2368.52,57.8
TTI,causal,twosls,2,0.4,0.0,0.27,promo,-2.84,-2.0,0.84,1244.0,30.36
TTI,baseline,greedy,2,0.6,0.0,0.27,promo,-2.84,-2.8361,0.0039,2305.6,56.26
TTI,exploration,controlled_variance,2,0.6,0.0,0.27,promo,-2.84,-2.7448,0.0952,3153.26,76.95
TTI,causal,twosls,2,0.6,0.0,0.27,promo,-2.84,-2.0,0.84,1719.86,41.97
TTI,baseline,greedy,2,0.8,0.0,0.27,promo,-2.84,-2.767,0.073,3411.83,83.26
TTI,exploration,controlled_variance,2,0.8,0.0,0.27,promo,-2.84,-2.7372,0.1028,4664.77,113.83
TTI,causal,twosls,2,0.8,0.0,0.27,promo,-2.84,-2.0,0.84,2577.74,62.9
SDR,baseline,greedy,3,0.0,0.062,0.28,loop,-2.79,-0.4092,2.3808,4314.67,89.79
SDR,exploration,controlled_variance,3,0.0,0.062,0.28,loop,-2.79,-2.8763,0.0863,1861.86,38.75
SDR,causal,twosls,3,0.0,0.062,0.28,loop,-2.79,0.4854,3.2754,2696.38,56.11
SDR,baseline,greedy,3,0.1,0.062,0.28,loop,-2.79,-0.8592,1.9308,4333.36,90.18
SDR,exploration,controlled_variance,3,0.1,0.062,0.28,loop,-2.79,-2.9944,0.2044,1793.1,37.32
SDR,causal,twosls,3,0.1,0.062,0.28,loop,-2.79,-2.0345,0.7555,953.47,19.84
SDR,baseline,greedy,3,0.2,0.062,0.28,loop,-2.79,-2.9028,0.1128,2887.7,60.1
SDR,exploration,controlled_variance,3,0.2,0.062,0.28,loop,-2.79,-2.9836,0.1936,1940.9,40.39
SDR,causal,twosls,3,0.2,0.062,0.28,loop,-2.79,-2.1379,0.6521,1175.57,24.46
SDR,baseline,greedy,3,0.3,0.062,0.28,loop,-2.79,-2.9658,0.1758,2297.51,47.81
SDR,exploration,controlled_variance,3,0.3,0.062,0.28,loop,-2.79,-3.0001,0.2101,2182.95,45.43
SDR,causal,twosls,3,0.3,0.062,0.28,loop,-2.79,-1.7936,0.9964,1660.07,34.55
SDR,baseline,greedy,3,0.4,0.062,0.28,loop,-2.79,-2.9229,0.1329,2160.88,44.97
SDR,exploration,controlled_variance,3,0.4,0.062,0.28,loop,-2.79,-2.8745,0.0845,2473.47,51.47
SDR,causal,twosls,3,0.4,0.062,0.28,loop,-2.79,-1.8083,0.9817,1889.09,39.31
SDR,baseline,greedy,3,0.6,0.062,0.28,loop,-2.79,-2.7761,0.0139,2780.9,57.87
SDR,exploration,controlled_variance,3,0.6,0.062,0.28,loop,-2.79,-2.7516,0.0384,3240.39,67.43
SDR,causal,twosls,3,0.6,0.062,0.28,loop,-2.79,-1.8052,0.9848,2477.77,51.56
SDR,baseline,greedy,3,0.8,0.062,0.28,loop,-2.79,-2.6333,0.1567,3763.32,78.32
SDR,exploration,controlled_variance,3,0.8,0.062,0.28,loop,-2.79,-2.6617,0.1283,4337.9,90.27
SDR,causal,twosls,3,0.8,0.062,0.28,loop,-2.79,-1.8759,0.9141,3252.28,67.68
FRD,baseline,greedy,3,0.0,0.059,0.12,loop,-3.47,-0.516,2.954,3097.29,92.52
FRD,exploration,controlled_variance,3,0.0,0.059,0.12,loop,-3.47,-3.599,0.129,2040.58,60.96
FRD,causal,twosls,3,0.0,0.059,0.12,loop,-3.47,-2.0,1.47,899.49,26.87
FRD,baseline,greedy,3,0.1,0.059,0.12,loop,-3.47,-0.7875,2.6825,3117.16,93.12
FRD,exploration,controlled_variance,3,0.1,0.059,0.12,loop,-3.47,-3.6729,0.2029,1986.59,59.34
FRD,causal,twosls,3,0.1,0.059,0.12,loop,-3.47,-2.0,1.47,1084.34,32.39
FRD,baseline,greedy,3,0.2,0.059,0.12,loop,-3.47,-3.6366,0.1666,1317.07,39.34
FRD,exploration,controlled_variance,3,0.2,0.059,0.12,loop,-3.47,-3.7441,0.2741,2089.68,62.42
FRD,causal,twosls,3,0.2,0.059,0.12,loop,-3.47,-2.0,1.47,1268.2,37.88
FRD,baseline,greedy,3,0.3,0.059,0.12,loop,-3.47,-3.6705,0.2005,1374.0,41.04
FRD,exploration,controlled_variance,3,0.3,0.059,0.12,loop,-3.47,-3.6766,0.2066,2287.3,68.33
FRD,causal,twosls,3,0.3,0.059,0.12,loop,-3.47,-2.745,0.725,1084.1,32.38
FRD,baseline,greedy,3,0.4,0.059,0.12,loop,-3.47,-3.6936,0.2236,1569.86,46.89
FRD,exploration,controlled_variance,3,0.4,0.059,0.12,loop,-3.47,-3.6345,0.1645,2547.43,76.1
FRD,causal,twosls,3,0.4,0.059,0.12,loop,-3.47,-2.0397,1.4303,1603.94,47.91
FRD,baseline,greedy,3,0.6,0.059,0.12,loop,-3.47,-3.6128,0.1428,2262.55,67.59
FRD,exploration,controlled_variance,3,0.6,0.059,0.12,loop,-3.47,-3.5627,0.0927,3426.13,102.35
FRD,causal,twosls,3,0.6,0.059,0.12,loop,-3.47,-2.0061,1.4639,1943.6,58.06
FRD,baseline,greedy,3,0.8,0.059,0.12,loop,-3.47,-3.4063,0.0637,3595.39,107.4
FRD,exploration,controlled_variance,3,0.8,0.059,0.12,loop,-3.47,-3.396,0.074,5083.34,151.85
FRD,causal,twosls,3,0.8,0.059,0.12,loop,-3.47,-2.2744,1.1956,2808.73,83.9
OAT,baseline,greedy,3,0.0,0.03,0.39,loop,-2.34,-0.3483,1.9917,4252.79,85.46
